,date,period,demand_mw,bid_price,cumulative_bid_volumn
523,2023-01-11,45,6281.23,199.87,6290.1
524,2023-01-11,46,6155.41,198.33,6167.700000000001
525,2023-01-11,47,6073.206,191.0,6077.1
526,2023-01-11,48,6017.318,197.54,6017.5
527,2023-01-12,1,5934.19,191.0,5940.3
528,2023-01-12,2,5841.514,165.0,5845.5
529,2023-01-12,3,5739.122,140.0,5743.1
530,2023-01-12,4,5632.024,116.7,5648.1
531,2023-01-12,5,5539.194,106.1,5578.1
532,2023-01-12,6,5457.075,99.67,5483.099999999999
533,2023-01-12,7,5398.936,98.1,5418.1
534,2023-01-12,8,5341.572,95.3,5373.100000000001
535,2023-01-12,9,5381.089,98.1,5398.1
536,2023-01-12,10,5405.983,99.57,5433.1
537,2023-01-12,11,5476.463,99.57,5481.1
538,2023-01-12,12,5657.431,119.2,5658.3
539,2023-01-12,13,5874.644,191.0,5890.3
540,2023-01-12,14,6042.268,198.9,6047.5
541,2023-01-12,15,6207.838,199.67,6218.9
542,2023-01-12,16,6415.689,220.0,6418.7
543,2023-01-12,17,6556.066,238.0,6560.3
544,2023-01-12,18,6639.135,250.0,6669.900000000001
545,2023-01-12,19,6698.104,210.0,6698.7
546,2023-01-12,20,6807.936,260.0,6849.5
547,2023-01-12,21,6894.951,290.0,6916.5
548,2023-01-12,22,6912.261,298.0,6916.7
549,2023-01-12,23,6895.984,298.0,6904.9
550,2023-01-12,24,6810.47,260.0,6819.700000000001
551,2023-01-12,25,6712.576,250.0,6749.1
552,2023-01-12,26,6654.512,200.0,6657.700000000001
553,2023-01-12,27,6691.951,223.0,6696.1
554,2023-01-12,28,6790.412,258.0,6791.700000000001
555,2023-01-12,29,6815.386,260.0,6842.3
556,2023-01-12,30,6787.922,250.0,6788.300000000001
557,2023-01-12,31,6843.566,260.0,6844.900000000001
558,2023-01-12,32,6866.86,290.0,6915.1
559,2023-01-12,33,6896.804,290.0,6921.700000000001
560,2023-01-12,34,6889.938,299.87,6905.700000000001
561,2023-01-12,35,6870.714,299.57,6874.3
562,2023-01-12,36,6798.14,290.0,6830.900000000001
563,2023-01-12,37,6775.283,258.0,6780.1
564,2023-01-12,38,6815.609,260.0,6834.700000000001
565,2023-01-12,39,6866.149,290.0,6897.5
566,2023-01-12,40,6861.622,290.0,6877.900000000001
567,2023-01-12,41,6818.333,290.0,6853.700000000001
568,2023-01-12,42,6778.663,288.0,6782.7
569,2023-01-12,43,6701.17,290.0,6724.900000000001
570,2023-01-12,44,6576.13,260.0,6606.3
571,2023-01-12,45,6415.763,250.0,6441.1
572,2023-01-12,46,6273.119,220.0,6280.900000000001
573,2023-01-12,47,6140.738,200.0,6153.900000000001
574,2023-01-12,48,5973.289,191.0,5977.500000000001
575,2023-01-13,1,5819.124,145.0,5843.700000000001
576,2023-01-13,2,5711.37,119.57,5726.7
577,2023-01-13,3,5676.212,122.55,5678.099999999999
578,2023-01-13,4,5622.998,113.22,5623.099999999999
579,2023-01-13,5,5566.504,107.0,5568.1
580,2023-01-13,6,5516.65,107.0,5518.099999999999
581,2023-01-13,7,5484.574,106.01,5498.1
582,2023-01-13,8,5468.809,106.01,5498.1
583,2023-01-13,9,5472.293,106.01,5493.1
584,2023-01-13,10,5456.31,106.01,5483.1
585,2023-01-13,11,5541.52,109.74,5550.700000000001
586,2023-01-13,12,5700.138,155.0,5701.3
587,2023-01-13,13,5893.565,185.0,5896.9
588,2023-01-13,14,6082.067,199.87,6102.1
589,2023-01-13,15,6261.867,199.87,6269.3
590,2023-01-13,16,6485.736,248.0,6487.7
591,2023-01-13,17,6684.63,250.0,6685.1
592,2023-01-13,18,6812.25,308.0,6818.1
593,2023-01-13,19,6870.389,299.67,6886.1
594,2023-01-13,20,6907.947,299.67,6921.9
595,2023-01-13,21,6928.438,299.67,6946.300000000001
596,2023-01-13,22,6932.27,299.67,6948.5
597,2023-01-13,23,6929.676,299.67,6944.5
598,2023-01-13,24,6882.918,299.57,6902.700000000001
599,2023-01-13,25,6852.059,299.57,6868.900000000001
600,2023-01-13,26,6839.674,288.0,6854.3
601,2023-01-13,27,6900.278,299.67,6922.1
602,2023-01-13,28,6947.071,299.87,6961.1
603,2023-01-13,29,7011.278,332.5,7023.1
604,2023-01-13,30,7020.329,332.5,7028.9
605,2023-01-13,31,7038.082,338.0,7040.900000000001
606,2023-01-13,32,7044.935,350.0,7086.900000000001
607,2023-01-13,33,7026.966,328.0,7027.900000000001
608,2023-01-13,34,6994.741,350.0,7037.900000000001
609,2023-01-13,35,6919.719,299.87,6924.5
610,2023-01-13,36,6807.722,250.0,6827.3
611,2023-01-13,37,6745.97,299.57,6768.500000000001
612,2023-01-13,38,6729.628,250.0,6791.300000000001
613,2023-01-13,39,6720.002,223.22,6724.500000000001
614,2023-01-13,40,6677.836,200.0,6682.300000000001
615,2023-01-13,41,6638.966,199.97,6639.1
616,2023-01-13,42,6600.458,199.87,6621.500000000001
617,2023-01-13,43,6537.225,220.0,6539.099999999999
618,2023-01-13,44,6429.411,199.67,6430.7
619,2023-01-13,45,6291.473,199.87,6293.7
620,2023-01-13,46,6187.481,199.67,6211.900000000001
621,2023-01-13,47,6072.426,176.0,6079.700000000001
622,2023-01-13,48,5897.069,139.74,5905.3
623,2023-01-14,1,5726.986,124.87,5727.5
624,2023-01-14,2,5621.388,119.9,5630.1
625,2023-01-14,3,5650.04,145.0,5651.1
626,2023-01-14,4,5582.205,124.97,5586.1
627,2023-01-14,5,5514.429,145.0,5536.099999999999
628,2023-01-14,6,5465.295,124.57,5466.1
629,2023-01-14,7,5420.466,118.1,5431.099999999999
630,2023-01-14,8,5376.367,107.0,5386.099999999999
631,2023-01-14,9,5365.781,104.67,5366.1
632,2023-01-14,10,5375.627,115.4,5391.1
633,2023-01-14,11,5424.014,118.1,5436.1
634,2023-01-14,12,5470.653,124.57,5471.1
635,2023-01-14,13,5560.54,124.57,5561.899999999999
636,2023-01-14,14,5636.646,145.0,5645.700000000001
637,2023-01-14,15,5727.607,145.0,5732.1
638,2023-01-14,16,5892.949,185.0,5893.1
639,2023-01-14,17,6076.382,177.5,6081.3
640,2023-01-14,18,6202.997,195.0,6235.700000000001
641,2023-01-14,19,6283.685,200.0,6307.7
642,2023-01-14,20,6347.982,200.0,6364.700000000001
643,2023-01-14,21,6387.499,200.0,6401.700000000001
644,2023-01-14,22,6388.334,200.0,6419.900000000001
645,2023-01-14,23,6380.973,200.0,6434.5
646,2023-01-14,24,6323.53,195.0,6363.900000000001
647,2023-01-14,25,6268.373,191.0,6283.500000000001
648,2023-01-14,26,6239.358,176.0,6239.5
649,2023-01-14,27,6246.803,191.0,6259.5
650,2023-01-14,28,6226.535,175.0,6234.5
651,2023-01-14,29,6223.021,175.0,6225.1
652,2023-01-14,30,6207.605,175.0,6214.900000000001
653,2023-01-14,31,6213.762,177.5,6218.5
654,2023-01-14,32,6218.206,177.5,6219.1
655,2023-01-14,33,6243.538,191.0,6250.900000000001
656,2023-01-14,34,6252.344,191.0,6262.1
657,2023-01-14,35,6273.845,191.9,6275.1
658,2023-01-14,36,6287.935,195.0,6340.300000000001
659,2023-01-14,37,6336.929,195.0,6374.500000000001
660,2023-01-14,38,6392.111,195.0,6397.1
661,2023-01-14,39,6437.293,200.0,6440.1
662,2023-01-14,40,6427.875,195.0,6428.3
663,2023-01-14,41,6418.79,195.0,6430.9
664,2023-01-14,42,6449.614,200.0,6478.3
665,2023-01-14,43,6392.538,195.0,6431.900000000001
666,2023-01-14,44,6276.807,195.0,6331.1
667,2023-01-14,45,6174.549,195.0,6196.1
668,2023-01-14,46,6092.494,195.0,6146.1
669,2023-01-14,47,6005.157,191.0,6018.5
670,2023-01-14,48,5890.857,167.6,5896.1
671,2023-01-15,1,5797.023,165.0,5800.499999999999
672,2023-01-15,2,5739.838,162.3,5741.5999999999985
673,2023-01-15,3,5709.963,165.0,5714.099999999999
674,2023-01-15,4,5599.818,124.97,5601.099999999999
675,2023-01-15,5,5489.743,107.21,5492.099999999999
676,2023-01-15,6,5415.232,107.21,5417.099999999999
677,2023-01-15,7,5358.44,104.57,5362.100000000001
678,2023-01-15,8,5336.294,99.81,5337.099999999999
679,2023-01-15,9,5324.903,95.2,5332.100000000001
680,2023-01-15,10,5333.734,99.81,5337.1
681,2023-01-15,11,5358.589,104.67,5372.100000000001
682,2023-01-15,12,5422.837,112.8,5427.0
683,2023-01-15,13,5492.705,124.87,5495.700000000001
684,2023-01-15,14,5515.87,114.46,5520.600000000001
685,2023-01-15,15,5536.903,107.01,5541.100000000001
686,2023-01-15,16,5613.744,124.57,5624.900000000001
687,2023-01-15,17,5660.492,112.8,5665.1
688,2023-01-15,18,5702.016,112.51,5704.700000000001
689,2023-01-15,19,5805.164,137.38,5805.700000000001
690,2023-01-15,20,5922.401,163.54,5924.400000000001
691,2023-01-15,21,6018.332,188.0,6047.900000000001
692,2023-01-15,22,6029.569,188.0,6071.0
693,2023-01-15,23,5985.739,158.37,6002.500000000001
694,2023-01-15,24,5908.57,124.57,5909.999999999999
695,2023-01-15,25,5853.661,112.01,5861.1
696,2023-01-15,26,5868.715,112.8,5871.2
697,2023-01-15,27,5887.045,124.57,5890.200000000001
698,2023-01-15,28,5932.361,144.19,5932.900000000001
699,2023-01-15,29,5939.563,144.19,5942.3
700,2023-01-15,30,5984.68,162.3,5987.5
701,2023-01-15,31,6001.315,166.06,6007.8
702,2023-01-15,32,5981.32,162.3,5982.1
703,2023-01-15,33,6036.9,185.0,6038.8
704,2023-01-15,34,6086.237,188.0,6115.900000000001
705,2023-01-15,35,6203.688,204.57,6216.200000000001
706,2023-01-15,36,6264.63,204.87,6271.3
707,2023-01-15,37,6328.226,204.97,6329.5
708,2023-01-15,38,6349.737,204.57,6355.0
709,2023-01-15,39,6385.913,204.87,6395.400000000001
710,2023-01-15,40,6437.845,204.97,6440.1
711,2023-01-15,41,6515.516,258.0,6519.2
712,2023-01-15,42,6504.483,258.0,6508.6
713,2023-01-15,43,6471.154,250.0,6483.1
714,2023-01-15,44,6380.456,238.0,6380.6
715,2023-01-15,45,6250.302,204.97,6252.3
716,2023-01-15,46,6090.029,200.0,6113.6
717,2023-01-15,47,5932.078,175.0,5935.6
718,2023-01-15,48,5796.546,140.51,5813.5
719,2023-01-16,1,5685.431,104.57,5707.0
720,2023-01-16,2,5582.12,104.67,5614.8
721,2023-01-16,3,5573.666,105.34,5633.1
722,2023-01-16,4,5504.275,104.57,5523.099999999999
723,2023-01-16,5,5439.262,100.0,5458.100000000001
724,2023-01-16,6,5390.606,96.13,5393.100000000001
725,2023-01-16,7,5372.053,95.9,5383.100000000001
726,2023-01-16,8,5338.371,94.68,5363.1
727,2023-01-16,9,5312.204,94.68,5358.100000000001
728,2023-01-16,10,5332.547,94.68,5353.1
729,2023-01-16,11,5437.851,101.55,5438.099999999999
730,2023-01-16,12,5603.884,104.67,5615.200000000001
731,2023-01-16,13,5809.91,131.83,5812.7
732,2023-01-16,14,6013.074,155.0,6013.700000000001
733,2023-01-16,15,6241.579,200.8,6249.7
734,2023-01-16,16,6467.029,238.0,6468.9
735,2023-01-16,17,6684.178,279.2,6686.9
736,2023-01-16,18,6834.331,321.6,6838.1
737,2023-01-16,19,6905.124,304.67,6923.1
738,2023-01-16,20,6947.951,304.87,6980.7
739,2023-01-16,21,6950.351,304.67,6974.3
740,2023-01-16,22,6935.226,300.0,6940.7
741,2023-01-16,23,6880.825,295.0,6888.7
742,2023-01-16,24,6852.51,288.0,6862.1
743,2023-01-16,25,6819.441,288.0,6833.300000000001
744,2023-01-16,26,6838.243,290.0,6839.9
745,2023-01-16,27,6908.017,300.0,6929.7
746,2023-01-16,28,6913.414,300.0,6947.1
747,2023-01-16,29,6937.742,300.0,6942.7
748,2023-01-16,30,6932.042,300.0,6934.1
749,2023-01-16,31,6955.53,304.57,6974.900000000001
750,2023-01-16,32,6997.704,304.87,7022.7
751,2023-01-16,33,7021.481,304.97,7030.300000000001
752,2023-01-16,34,6980.94,304.67,6989.3
753,2023-01-16,35,6933.597,300.0,6944.3
754,2023-01-16,36,6836.488,250.0,6843.900000000001
755,2023-01-16,37,6800.163,250.0,6813.9
756,2023-01-16,38,6824.451,288.0,6838.9
757,2023-01-16,39,6851.314,300.0,6890.5
758,2023-01-16,40,6824.953,291.1,6825.1
759,2023-01-16,41,6782.922,279.2,6787.9
760,2023-01-16,42,6733.674,250.0,6752.7
761,2023-01-16,43,6655.859,258.0,6665.700000000001
762,2023-01-16,44,6529.382,250.0,6589.1
763,2023-01-16,45,6367.191,238.0,6377.3
764,2023-01-16,46,6227.435,201.2,6230.700000000001
765,2023-01-16,47,6091.868,200.0,6123.1
766,2023-01-16,48,5886.746,124.67,5887.5
767,2023-01-17,1,5690.262,105.34,5695.1
768,2023-01-17,2,5580.53,105.34,5628.700000000001
769,2023-01-17,3,5618.113,118.22,5628.1
770,2023-01-17,4,5551.823,105.34,5558.1
771,2023-01-17,5,5493.301,105.34,5528.1
772,2023-01-17,6,5442.458,105.34,5498.099999999999
773,2023-01-17,7,5403.767,105.07,5428.1
774,2023-01-17,8,5384.637,101.74,5388.099999999999
775,2023-01-17,9,5362.734,96.33,5363.100000000001
776,2023-01-17,10,5376.367,101.74,5378.100000000001
777,2023-01-17,11,5484.45,107.42,5487.900000000001
778,2023-01-17,12,5641.094,132.04,5641.1
779,2023-01-17,13,5824.423,158.22,5832.700000000001
780,2023-01-17,14,5998.656,158.78,6004.500000000001
781,2023-01-17,15,6206.695,191.0,6211.7
782,2023-01-17,16,6420.798,205.48,6421.700000000001
783,2023-01-17,17,6620.388,250.0,6659.900000000001
784,2023-01-17,18,6727.208,280.0,6764.900000000001
785,2023-01-17,19,6778.817,250.0,6789.1
786,2023-01-17,20,6828.407,280.0,6871.1
787,2023-01-17,21,6823.984,250.0,6832.3
788,2023-01-17,22,6810.421,250.0,6843.5
789,2023-01-17,23,6761.61,220.0,6762.0
790,2023-01-17,24,6721.94,210.0,6724.5
791,2023-01-17,25,6626.431,125.35,6626.500000000001
792,2023-01-17,26,6615.761,124.87,6621.5
793,2023-01-17,27,6662.315,138.45,6666.5
794,2023-01-17,28,6716.831,165.0,6720.7
795,2023-01-17,29,6704.674,155.0,6706.9
796,2023-01-17,30,6696.603,115.17,6709.7
797,2023-01-17,31,6733.967,155.0,6735.5
798,2023-01-17,32,6754.136,191.0,6758.900000000001
799,2023-01-17,33,6777.047,191.0,6778.6
800,2023-01-17,34,6797.091,185.0,6797.900000000001
801,2023-01-17,35,6804.313,210.0,6806.1
802,2023-01-17,36,6767.878,185.0,6769.7
803,2023-01-17,37,6745.478,165.0,6750.3
804,2023-01-17,38,6785.551,250.0,6817.7
805,2023-01-17,39,6794.542,280.0,6815.1
806,2023-01-17,40,6772.5,280.0,6809.3
807,2023-01-17,41,6737.108,3101.0,6746.1
808,2023-01-17,42,6678.785,497.0,6685.3
809,2023-01-17,43,6602.108,250.0,6641.5
810,2023-01-17,44,6481.775,205.07,6485.1
811,2023-01-17,45,6336.969,205.17,6433.500000000001
812,2023-01-17,46,6195.821,195.0,6199.300000000001
813,2023-01-17,47,6057.655,158.78,6077.300000000001
814,2023-01-17,48,5891.518,109.88,5896.5
815,2023-01-18,1,5728.516,122.95,5731.0
816,2023-01-18,2,5616.18,118.41,5635.400000000001
817,2023-01-18,3,5599.108,121.79,5602.1
818,2023-01-18,4,5532.047,110.41,5562.1
819,2023-01-18,5,5476.055,108.24,5477.1
820,2023-01-18,6,5412.181,105.07,5432.1
821,2023-01-18,7,5361.805,101.52,5362.100000000001
822,2023-01-18,8,5343.734,99.73,5347.1
823,2023-01-18,9,5339.947,99.73,5342.1
824,2023-01-18,10,5350.707,101.12,5352.1
825,2023-01-18,11,5443.457,105.17,5447.600000000001
826,2023-01-18,12,5604.416,118.41,5607.3
827,2023-01-18,13,5794.006,129.48,5794.400000000001
828,2023-01-18,14,5974.034,134.22,5980.6
829,2023-01-18,15,6170.156,191.0,6177.5
830,2023-01-18,16,6383.354,204.97,6397.900000000001
831,2023-01-18,17,6591.239,206.24,6591.700000000001
832,2023-01-18,18,6711.652,250.0,6755.6
833,2023-01-18,19,6764.662,238.0,6771.1
834,2023-01-18,20,6810.172,250.0,6829.900000000001
835,2023-01-18,21,6823.621,250.0,6836.400000000001
836,2023-01-18,22,6802.991,250.0,6823.400000000001
837,2023-01-18,23,6804.74,250.0,6818.400000000001
838,2023-01-18,24,6777.49,250.0,6816.6
839,2023-01-18,25,6714.55,223.46,6723.8
840,2023-01-18,26,6695.231,210.0,6696.5
841,2023-01-18,27,6772.748,250.0,6821.8
842,2023-01-18,28,6801.455,250.0,6827.400000000001
843,2023-01-18,29,6782.634,250.0,6831.1
844,2023-01-18,30,6780.979,248.0,6790.3
845,2023-01-18,31,6800.133,250.0,6839.6
846,2023-01-18,32,6812.96,300.0,6855.8
847,2023-01-18,33,6815.878,300.0,6820.4
848,2023-01-18,34,6868.451,305.17,6888.700000000001
849,2023-01-18,35,6838.695,250.0,6841.700000000001
850,2023-01-18,36,6762.43,238.0,6771.5
851,2023-01-18,37,6730.13,219.77,6732.700000000001
852,2023-01-18,38,6755.656,238.0,6765.8
853,2023-01-18,39,6774.214,250.0,6814.8
854,2023-01-18,40,6754.215,250.0,6803.900000000001
855,2023-01-18,41,6703.387,220.0,6703.800000000001
856,2023-01-18,42,6647.141,205.07,6653.200000000001
857,2023-01-18,43,6572.393,205.07,6582.3
858,2023-01-18,44,6438.158,200.0,6460.0
859,2023-01-18,45,6281.747,191.0,6296.900000000001
860,2023-01-18,46,6140.559,175.0,6151.200000000001
861,2023-01-18,47,6012.08,165.4,6013.8
862,2023-01-18,48,5861.285,124.77,5863.5
863,2023-01-19,1,5715.162,112.47,5717.6
864,2023-01-19,2,5605.032,112.19,5612.1
865,2023-01-19,3,5567.886,112.19,5578.4
866,2023-01-19,4,5505.016,110.3,5512.1
867,2023-01-19,5,5449.342,110.3,5482.1
868,2023-01-19,6,5379.916,106.77,5383.1
869,2023-01-19,7,5330.434,106.57,5333.1
870,2023-01-19,8,5316.747,106.57,5328.099999999999
871,2023-01-19,9,5314.327,106.57,5323.1
872,2023-01-19,10,5325.435,106.77,5342.1
873,2023-01-19,11,5422.568,110.3,5462.800000000001
874,2023-01-19,12,5578.497,126.77,5605.900000000001
875,2023-01-19,13,5765.613,142.47,5772.4
876,2023-01-19,14,5940.502,153.0,5941.700000000001
877,2023-01-19,15,6135.107,145.0,6136.000000000001
878,2023-01-19,16,6345.612,200.0,6347.400000000001
879,2023-01-19,17,6544.431,206.97,6560.3
880,2023-01-19,18,6663.96,250.0,6691.8
881,2023-01-19,19,6708.993,238.0,6709.1
882,2023-01-19,20,6743.738,250.0,6794.3
883,2023-01-19,21,6767.758,250.0,6803.700000000001
884,2023-01-19,22,6751.834,250.0,6792.300000000001
885,2023-01-19,23,6736.373,250.0,6790.900000000001
886,2023-01-19,24,6721.602,250.0,6773.700000000001
887,2023-01-19,25,6713.799,250.0,6800.1
888,2023-01-19,26,6746.154,250.0,6794.3
889,2023-01-19,27,6756.263,250.0,6821.1
890,2023-01-19,28,6784.189,250.0,6828.1
891,2023-01-19,29,6841.245,258.0,6843.700000000001
892,2023-01-19,30,6813.184,238.0,6814.1
893,2023-01-19,31,6809.139,243.0,6809.6
894,2023-01-19,32,6839.321,250.0,6955.099999999999
895,2023-01-19,33,6834.913,250.0,6893.500000000001
896,2023-01-19,34,6814.427,211.0,6817.499999999999
897,2023-01-19,35,6759.772,206.87,6765.5
898,2023-01-19,36,6679.496,195.0,6680.3
899,2023-01-19,37,6617.709,175.0,6642.300000000001
900,2023-01-19,38,6634.493,175.0,6636.5
901,2023-01-19,39,6659.338,195.0,6661.299999999999
902,2023-01-19,40,6644.771,195.0,6647.3
903,2023-01-19,41,6590.046,191.0,6599.3
904,2023-01-19,42,6534.849,165.0,6535.300000000001
905,2023-01-19,43,6462.496,145.0,6471.700000000001
906,2023-01-19,44,6331.497,126.36,6333.699999999999
907,2023-01-19,45,6184.082,125.66,6187.1
908,2023-01-19,46,6054.066,112.19,6054.499999999999
909,2023-01-19,47,5937.624,112.47,5942.1
910,2023-01-19,48,5805.243,106.77,5819.700000000001
911,2023-01-20,1,5693.538,119.2,5694.3
912,2023-01-20,2,5594.48,103.0,5596.000000000001
913,2023-01-20,3,5526.869,101.99,5531.599999999999
914,2023-01-20,4,5466.906,101.67,5481.6
915,2023-01-20,5,5384.896,100.57,5406.6
916,2023-01-20,6,5318.983,99.83,5331.6
917,2023-01-20,7,5290.202,96.07,5291.6
918,2023-01-20,8,5284.536,96.07,5286.6
919,2023-01-20,9,5289.149,96.57,5291.600000000001
920,2023-01-20,10,5307.185,99.83,5321.6
921,2023-01-20,11,5392.708,101.23,5400.900000000001
922,2023-01-20,12,5545.879,103.0,5546.8
923,2023-01-20,13,5729.212,118.74,5732.400000000001
924,2023-01-20,14,5901.259,131.53,5905.6
925,2023-01-20,15,6082.44,150.45,6085.800000000001
926,2023-01-20,16,6285.504,183.64,6287.9
927,2023-01-20,17,6485.249,201.77,6486.3
928,2023-01-20,18,6606.835,210.0,6607.2
929,2023-01-20,19,6662.002,210.0,6668.6
930,2023-01-20,20,6689.734,220.0,6692.2
931,2023-01-20,21,6691.976,220.0,6693.5
932,2023-01-20,22,6682.677,220.0,6689.6
933,2023-01-20,23,6682.175,220.0,6684.799999999999
934,2023-01-20,24,6642.196,201.87,6643.7
935,2023-01-20,25,6643.126,214.0,6648.0
936,2023-01-20,26,6642.653,214.0,6645.199999999999
937,2023-01-20,27,6741.462,248.8,6742.000000000001
938,2023-01-20,28,6755.925,248.0,6764.0
939,2023-01-20,29,6722.288,213.0,6722.400000000001
940,2023-01-20,30,6707.199,210.0,6713.4
941,2023-01-20,31,6721.463,214.0,6724.8
942,2023-01-20,32,6692.03,200.0,6724.700000000001
943,2023-01-20,33,6665.824,200.0,6735.0
944,2023-01-20,34,6620.736,191.0,6621.0
945,2023-01-20,35,6583.729,180.0,6598.799999999999
946,2023-01-20,36,6509.368,178.8,6514.900000000001
947,2023-01-20,37,6510.347,180.0,6571.000000000001
948,2023-01-20,38,6531.196,180.0,6573.900000000001
949,2023-01-20,39,6538.005,180.0,6572.4
950,2023-01-20,40,6492.241,165.0,6494.200000000001
951,2023-01-20,41,6450.25,175.0,6466.5
952,2023-01-20,42,6403.1,147.27,6412.3
953,2023-01-20,43,6348.693,145.0,6359.900000000001
954,2023-01-20,44,6235.526,125.57,6239.199999999999
955,2023-01-20,45,6106.858,130.01,6111.099999999999
956,2023-01-20,46,6000.067,124.8,6021.5
957,2023-01-20,47,5890.658,113.1,5893.200000000001
958,2023-01-20,48,5721.986,101.99,5723.8
959,2023-01-21,1,5575.018,112.95,5579.7
960,2023-01-21,2,5485.841,110.63,5510.3
961,2023-01-21,3,5441.27,109.88,5455.700000000001
962,2023-01-21,4,5340.866,107.32,5344.599999999999
963,2023-01-21,5,5288.701,106.07,5302.4
964,2023-01-21,6,5268.757,106.07,5278.0
965,2023-01-21,7,5222.426,106.07,5247.4
966,2023-01-21,8,5188.074,105.97,5222.4
967,2023-01-21,9,5184.068,106.8,5185.3
968,2023-01-21,10,5197.233,107.32,5214.7
969,2023-01-21,11,5226.094,106.07,5240.3
970,2023-01-21,12,5293.487,107.99,5300.299999999998
971,2023-01-21,13,5368.097,109.9,5395.4
972,2023-01-21,14,5434.789,110.34,5437.8
973,2023-01-21,15,5505.771,110.59,5509.700000000001
974,2023-01-21,16,5632.948,123.2,5641.500000000001
975,2023-01-21,17,5755.23,115.51,5761.8
976,2023-01-21,18,5793.107,121.04,5803.1
977,2023-01-21,19,5806.088,120.54,5816.200000000001
978,2023-01-21,20,5832.25,114.56,5838.400000000001
979,2023-01-21,21,5890.32,120.54,5893.600000000001
980,2023-01-21,22,5889.584,120.54,5896.300000000001
981,2023-01-21,23,5865.057,114.06,5870.9
982,2023-01-21,24,5802.246,111.59,5825.9000000000015
983,2023-01-21,25,5755.961,110.22,5756.799999999999
984,2023-01-21,27,5832.33,111.6,5841.900000000001
985,2023-01-21,28,5887.149,111.71,5905.1
986,2023-01-21,29,5906.214,111.69,5925.599999999999
987,2023-01-21,30,5972.032,126.17,6003.400000000001
988,2023-01-21,31,5958.165,126.17,5986.4
989,2023-01-21,32,5880.539,121.04,5881.900000000001
990,2023-01-21,33,5878.839,122.2,5893.3
991,2023-01-21,34,5936.839,126.07,5944.4
992,2023-01-21,35,6060.015,148.1,6072.6
993,2023-01-21,36,6130.197,191.0,6135.799999999998
994,2023-01-21,37,6126.887,148.2,6139.199999999999
995,2023-01-21,38,6135.356,148.1,6153.8
996,2023-01-21,39,6152.582,143.8,6156.200000000001
997,2023-01-21,40,6138.392,140.67,6143.400000000001
998,2023-01-21,41,6132.99,140.67,6141.800000000001
999,2023-01-21,42,6110.143,126.17,6124.900000000001
1000,2023-01-21,43,6051.711,126.17,6069.0999999999985
1001,2023-01-21,44,5996.061,125.85,6000.899999999999
1002,2023-01-21,45,5974.124,124.4,5977.700000000001
1003,2023-01-21,46,5946.893,200.0,6006.3
1004,2023-01-21,47,5891.617,191.0,5893.7
1005,2023-01-21,48,5838.13,200.0,5880.4000000000015
1006,2023-01-22,1,5765.061,250.0,5801.300000000002
1007,2023-01-22,2,5677.077,248.2,5695.099999999999
1008,2023-01-22,3,5534.965,139.5,5539.500000000001
1009,2023-01-22,4,5422.509,115.67,5429.599999999999
1010,2023-01-22,5,5358.664,111.4,5362.6
1011,2023-01-22,6,5293.636,111.4,5346.500000000001
1012,2023-01-22,7,5246.526,111.4,5315.4000000000015
1013,2023-01-22,8,5195.727,111.4,5241.4
1014,2023-01-22,9,5166.131,110.67,5188.799999999999
1015,2023-01-22,10,5163.865,110.67,5173.8
1016,2023-01-22,11,5188.66,110.67,5203.8
1017,2023-01-22,12,5233.609,111.4,5290.3
1018,2023-01-22,13,5277.444,111.4,5333.9
1019,2023-01-22,14,5316.205,110.94,5329.0
1020,2023-01-22,15,5357.074,111.55,5403.0
1021,2023-01-22,16,5406.172,111.57,5421.4
1022,2023-01-22,17,5457.323,111.63,5485.900000000001
1023,2023-01-22,18,5495.647,111.66,5524.8
1024,2023-01-22,19,5520.92,111.28,5522.2
1025,2023-01-22,20,5545.859,111.19,5550.999999999999
1026,2023-01-22,21,5551.609,111.72,5607.9
1027,2023-01-22,22,5544.691,107.0,5547.500000000001
1028,2023-01-22,23,5526.898,106.1,5531.700000000001
1029,2023-01-22,24,5488.177,106.07,5496.600000000001
1030,2023-01-22,25,5506.338,106.1,5519.5999999999985
1031,2023-01-22,26,5551.122,109.0,5551.5
1032,2023-01-22,27,5577.558,111.27,5631.500000000001
1033,2023-01-22,28,5510.135,106.1,5516.1
1034,2023-01-22,29,5512.938,106.07,5529.0
1035,2023-01-22,30,5638.505,111.26,5675.999999999999
1036,2023-01-22,31,5677.186,111.3,5705.1
1037,2023-01-22,32,5685.71,111.28,5705.499999999999
1038,2023-01-22,33,5703.676,111.32,5716.9
1039,2023-01-22,34,5693.443,110.7,5699.4
1040,2023-01-22,35,5697.618,110.7,5705.0
1041,2023-01-22,36,5715.843,106.22,5717.7
1042,2023-01-22,37,5751.016,111.85,5753.299999999999
1043,2023-01-22,38,5831.162,112.37,5840.200000000001
1044,2023-01-22,39,5901.363,113.37,5902.299999999999
1045,2023-01-22,40,5924.489,111.88,5934.4
1046,2023-01-22,41,5916.01,111.88,5939.600000000001
1047,2023-01-22,42,5906.696,111.88,5937.399999999999
1048,2023-01-22,43,5915.309,111.88,5937.0
1049,2023-01-22,44,5889.922,112.38,5907.6
1050,2023-01-22,45,5834.656,118.37,5835.099999999999
1051,2023-01-22,46,5766.895,123.2,5771.900000000001
1052,2023-01-22,47,5684.06,126.0,5691.7
